,target_id,tpm
312,AC003043.1,0
313,AC003043.2,0.0275013371663232
314,AC003045.1,0
315,AC003070.1,3.98668818098942
316,AC003070.2,0
317,AC003070.3,0
318,AC003070.4,3.98668818098942
319,AC003070.5,0
320,AC003070.6,0
321,AC003070.7,0
322,AC003071.1,0
323,AC003071.2,0
324,AC003072.1,0
325,AC003080.1,0.0548631252867201
326,AC003084.1,0
327,AC003087.1,0
328,AC003092.1,0.0357040082357764
329,AC003092.2,0
330,AC003098.1,0
331,AC003101.1,0
332,AC003101.2,0
333,AC003102.1,0
334,AC003103.1,0
335,AC003103.2,0
336,AC003659.1,0
337,AC003665.1,27.2573350246017
338,AC003666.1,0
339,AC003669.1,0
340,AC003681.1,0.227769591279029
341,AC003682.1,0
342,AC003684.1,0
343,AC003685.1,0
344,AC003685.2,0
345,AC003686.1,0
346,AC003687.1,0
347,AC003688.1,0.380272917360881
348,AC003688.2,0
349,AC003950.1,0
350,AC003956.1,0
351,AC003958.1,0
352,AC003958.2,0.00244815360553304
353,AC003958.3,0.00700410006690461
354,AC003958.4,0
355,AC003958.5,0.00244815360553304
356,AC003965.1,0
357,AC003965.2,0
358,AC003965.3,0
359,AC003973.1,0.0128051063247083
360,AC003975.1,0.104155779223445
361,AC003976.1,0
362,AC003976.2,0
363,AC003982.1,0
364,AC003984.1,0
365,AC003985.1,0
366,AC003985.2,0
367,AC003986.1,0
368,AC003986.2,0
369,AC003986.3,0
370,AC003988.1,0
371,AC003989.1,0.0431605307633604
372,AC003989.2,0.425688967363403
373,AC003991.1,0.101076008847896
374,AC003991.2,1.04734520465491
375,AC003992.1,0
376,AC004000.1,0
377,AC004004.1,0
378,AC004006.1,0
379,AC004009.1,0
380,AC004012.1,0
381,AC004014.1,0
382,AC004022.1,0
383,AC004022.2,0
384,AC004023.1,0
385,AC004024.1,0.201093157177028
386,AC004034.1,0.102017364046964
387,AC004039.1,0
388,AC004052.1,0
389,AC004053.1,0
390,AC004054.1,0
391,AC004057.1,0
392,AC004062.1,0
393,AC004063.1,0
394,AC004066.1,0
395,AC004066.2,0
396,AC004067.1,0
397,AC004069.1,0.0926273421528615
398,AC004069.2,0
399,AC004074.1,0
400,AC004076.1,2.70741270932634
401,AC004076.2,0
402,AC004080.1,0
403,AC004080.2,0.0442808474626644
404,AC004080.3,0
405,AC004080.4,0
406,AC004080.5,0.399315494937886
407,AC004080.6,0.65681467711428
408,AC004099.1,0.0323874245542546
409,AC004112.1,0
410,AC004129.1,0
411,AC004129.2,0
412,AC004129.3,0
413,AC004130.1,0
414,AC004134.1,0
415,AC004147.1,0
416,AC004147.2,0
417,AC004147.3,0
418,AC004147.4,0
419,AC004147.5,0
420,AC004148.1,0
421,AC004148.2,0.907996891098621
422,AC004156.1,0
423,AC004158.1,0
424,AC004160.1,0.209957242073903
425,AC004160.2,0.0868012873275236
426,AC004217.1,0.294334197076881
427,AC004217.2,0
428,AC004221.1,0
429,AC004223.1,0
430,AC004223.2,0
431,AC004223.3,1.29051864522184
432,AC004223.4,0
433,AC004224.1,0.0855967019208759
434,AC004224.2,0.332206077087912
435,AC004231.1,0.0252243037841132
436,AC004231.2,0
437,AC004231.3,0
438,AC004232.1,0
439,AC004232.2,0
440,AC004233.1,0
441,AC004233.2,0
442,AC004233.3,0
443,AC004233.4,0
444,AC004241.1,0.169817233248984
445,AC004241.2,0
446,AC004241.3,0
447,AC004241.4,0
448,AC004253.1,0
449,AC004253.2,0
450,AC004257.1,0
451,AC004263.1,0
452,AC004264.1,0.575166971964875
453,AC004381.1,0
454,AC004381.2,0.21686857002287
455,AC004381.3,0
456,AC004383.1,0.29258260526961
457,AC004386.1,0.0831985106673683
458,AC004386.2,0
459,AC004408.1,0
460,AC004415.1,0
461,AC004448.1,0
462,AC004448.2,0.024709192223363
463,AC004448.3,0.526306987892886
464,AC004449.1,0
465,AC004453.1,2.115742738107
466,AC004461.1,0.230612783550505
467,AC004461.2,0
468,AC004466.1,4.05377517258679
469,AC004466.2,0
470,AC004466.3,0.0455989802014514
471,AC004467.1,0
472,AC004470.1,0
473,AC004471.1,0
474,AC004471.2,0
475,AC004475.1,69.3860388149962
476,AC004477.1,0
477,AC004477.2,0
478,AC004477.3,0
479,AC004485.1,0
480,AC004486.1,0
481,AC004490.1,0.362450100507877
482,AC004492.1,0
483,AC004492.2,0
484,AC004494.1,0.342094106738138
485,AC004522.1,0
486,AC004522.2,0.0357238648699067
487,AC004528.1,0.0755190876811387
488,AC004528.2,0
489,AC004540.1,0
490,AC004540.2,0.383268360328989
491,AC004542.1,0
492,AC004542.2,0
493,AC004543.1,0
494,AC004551.1,0
495,AC004552.1,0.136331093273768
496,AC004554.1,0
497,AC004554.2,0
498,AC004556.1,57.6042954162159
499,AC004584.1,0
500,AC004584.2,0.0745076069421684
501,AC004584.3,0.0239156295142607
502,AC004585.1,0
503,AC004590.1,0
504,AC004593.1,0
505,AC004593.2,0
506,AC004593.3,0.0446740558882036
507,AC004594.1,0.377481295318571
508,AC004596.1,0.0481481842400964
509,AC004597.1,0
510,AC004637.1,0
511,AC004672.1,0
512,AC004672.2,0.0421370697822266
513,AC004674.1,0
514,AC004674.2,0
515,AC004675.1,0
516,AC004675.2,0.11444041319703
517,AC004678.1,0
518,AC004687.1,0.0214055257685459
519,AC004687.2,0.243042175357882
520,AC004690.1,0
521,AC004690.2,0
522,AC004691.1,0
523,AC004691.2,9.85883712461629
524,AC004692.1,0
525,AC004692.2,0
526,AC004696.1,0
527,AC004702.1,0
528,AC004704.1,0.110110086346788
529,AC004706.1,0
530,AC004706.2,0
531,AC004707.1,0.0344987679819445
532,AC004754.1,0.163194652054994
533,AC004765.1,0.718608083437191
534,AC004771.1,0.742164719540822
535,AC004771.2,0.358229650642992
536,AC004771.3,0.13475666896389
537,AC004771.4,0
538,AC004771.5,0.764242417177128
539,AC004775.1,0
540,AC004784.1,0.00932431938033844
541,AC004790.1,0
542,AC004792.1,0
543,AC004797.1,0.0144055285585409
544,AC004801.1,1.70684003178162
545,AC004801.2,0.152637312614293
546,AC004801.3,0
547,AC004801.4,0.00520343510152683
548,AC004801.5,0
549,AC004801.6,0.0198142946250508
550,AC004803.1,0.0506755957731589
551,AC004805.1,0.243590659876012
552,AC004805.2,0
553,AC004805.3,0
554,AC004812.1,0
555,AC004812.2,0.0834312418519081
556,AC004816.1,0
557,AC004816.2,0
558,AC004817.1,0.0598640971359338
559,AC004817.2,0
560,AC004817.3,0.00987260623384643
561,AC004817.4,0.00933083470300785
562,AC004825.1,0
563,AC004825.2,0
564,AC004828.1,0
565,AC004830.1,0
566,AC004832.1,0
567,AC004832.2,0
568,AC004832.3,1.13261507611403
569,AC004832.4,0
570,AC004832.5,0
571,AC004832.6,0
572,AC004834.1,0.00699280941290535
573,AC004835.1,0.00560096105973846
574,AC004835.2,0
575,AC004837.1,0
576,AC004837.2,0
577,AC004837.3,0
578,AC004839.1,0
579,AC004839.2,0
580,AC004840.1,0
581,AC004840.2,0
582,AC004846.1,0.396260815556851
583,AC004846.2,0.976316773599888
584,AC004847.1,0.00889472663358979
585,AC004852.1,0
586,AC004852.2,0
587,AC004852.3,0
588,AC004852.4,0
589,AC004852.5,0
590,AC004852.6,0
591,AC004853.1,0
592,AC004853.2,0
593,AC004854.1,0
594,AC004854.2,1.17805680178105
595,AC004858.1,0
596,AC004862.1,0
597,AC004865.1,0
598,AC004865.2,1.38074385302461
599,AC004866.1,0
600,AC004866.2,0
601,AC004869.1,0
602,AC004869.2,0
603,AC004870.1,0
604,AC004870.2,0
605,AC004870.3,0
606,AC004870.4,0
607,AC004872.1,0
608,AC004875.1,0
609,AC004877.1,0.349834672418856
610,AC004882.1,0
611,AC004882.2,0
612,AC004884.1,0.59949155033742
613,AC004884.2,0
614,AC004888.1,0
615,AC004889.1,0.0597172647516747
616,AC004890.1,0.745308495529033
617,AC004890.2,0.972397918159837
618,AC004890.3,1.27064342822362
619,AC004893.1,0.179424061116261
620,AC004893.2,0
621,AC004895.1,0
622,AC004898.1,4.85108607463884
623,AC004899.1,0
624,AC004900.1,0.180925449646163
625,AC004906.1,3.92745894958301
626,AC004908.1,0
627,AC004908.2,0
628,AC004908.3,0
629,AC004910.1,0.026484989823478
630,AC004911.1,0
631,AC004917.1,0.178044822849744
632,AC004918.1,0.344871741271906
633,AC004918.2,0.344871741271906
634,AC004918.3,0.0425993674464132
635,AC004920.1,0
636,AC004921.1,0
637,AC004922.1,3.24261483290612
638,AC004923.1,0.84100572422428
639,AC004923.2,0
640,AC004923.3,0
641,AC004923.4,0
642,AC004930.1,0
643,AC004936.1,0
644,AC004938.1,0
645,AC004941.1,0.0155672719469248
646,AC004941.2,0
647,AC004943.1,0
648,AC004943.2,0.781628550824248
649,AC004943.3,0
650,AC004944.1,0
651,AC004945.1,0
652,AC004946.1,0
653,AC004947.1,0
654,AC004948.1,0
655,AC004949.1,0
656,AC004951.1,24.6669507592606
657,AC004951.2,6.16860609726971
658,AC004951.3,5.58867721388859
659,AC004951.4,0.954977107579903
660,AC004965.1,0
661,AC004967.1,1.50396353233101
662,AC004967.2,2.40450250767053
663,AC004969.1,0
664,AC004973.1,0
665,AC004974.1,0.0215199265163225
666,AC004975.1,0
667,AC004975.2,0
668,AC004980.1,3.0811094092612
669,AC004980.2,0.948690951857131
670,AC004980.3,0.216226002193446
671,AC004980.4,0
672,AC004980.5,3.0811094092612
673,AC004980.6,0.948690951857131
674,AC004980.7,0
675,AC004982.1,0
676,AC004982.2,0.0110728307952447
677,AC004986.1,0.231595702574957
678,AC004987.1,0
679,AC004987.2,0.0591631810393749
680,AC004987.3,0
681,AC004987.4,0
682,AC004988.1,0.01940510632136
683,AC004990.1,0
684,AC004994.1,0
685,AC004997.1,1.03690142415805
686,AC005000.1,0
687,AC005000.2,0
688,AC005002.1,0
689,AC005002.2,0
690,AC005005.1,0
691,AC005005.2,0
692,AC005005.3,0.430168220412505
693,AC005005.4,0.0129799552004357
694,AC005006.1,0
695,AC005008.1,0
696,AC005008.2,0
697,AC005009.1,0
698,AC005009.2,0.0696556955460161
699,AC005011.1,0
700,AC005013.1,0
701,AC005014.1,0.0327661712775233
702,AC005014.2,0
703,AC005014.3,0
704,AC005019.1,0
705,AC005019.2,0
706,AC005020.1,1.21108462328917
707,AC005020.2,0.106281595216074
708,AC005021.1,1.88926839587616
709,AC005033.1,0
710,AC005034.1,0
711,AC005034.2,0
712,AC005034.3,0
713,AC005034.4,0.04422579507578
714,AC005034.5,3.18795870214891
715,AC005037.1,0.571896501949958
716,AC005040.1,0
717,AC005041.1,0.0274079233094537
718,AC005041.2,0
719,AC005041.3,0
720,AC005042.1,0
721,AC005042.2,0
722,AC005042.3,0
723,AC005046.1,0.0369149099443917
724,AC005050.1,0
725,AC005062.1,0
726,AC005064.1,0
727,AC005066.1,0
728,AC005070.1,0.0923999087527346
729,AC005070.2,0
730,AC005070.3,0.0481233719862065
731,AC005072.1,0.0578812754980762
732,AC005076.1,0
733,AC005077.1,0.0877977873430647
734,AC005077.2,0.0641116007602538
735,AC005077.3,0
736,AC005077.4,0.0459528107272652
737,AC005082.1,0
738,AC005082.2,0.159790838804967
739,AC005083.1,0
740,AC005084.1,0
741,AC005086.1,0
742,AC005086.2,0
743,AC005086.3,0
744,AC005086.4,0.0282371486018546
745,AC005088.1,0
746,AC005089.1,0.0150853267979428
747,AC005090.1,0
748,AC005091.1,0
749,AC005094.1,0
750,AC005096.1,0
751,AC005099.1,0.191527939200967
752,AC005100.1,0
753,AC005102.1,0
754,AC005104.1,0
755,AC005104.2,0
756,AC005105.1,0.0262350485180685
757,AC005144.1,0
758,AC005150.1,0
759,AC005154.1,2.23887648599712
760,AC005154.2,2.21386316490877
761,AC005154.3,0.192849385165008
762,AC005154.4,0
763,AC005154.5,0.578411365095947
764,AC005156.1,0
765,AC005160.1,0
766,AC005162.1,0
767,AC005162.2,0
768,AC005162.3,0.00433095595484435
769,AC005165.1,0.205527953471187
770,AC005165.2,0
771,AC005176.1,0
772,AC005176.2,0
773,AC005178.1,0
774,AC005180.1,0
775,AC005180.2,0
776,AC005181.1,0
777,AC005183.1,0
778,AC005183.2,0
779,AC005185.1,0
780,AC005186.1,0
781,AC005189.1,0.76338451876709
782,AC005191.1,0
783,AC005197.1,0
784,AC005208.1,0
785,AC005209.1,0.157400053616485
786,AC005220.1,0
787,AC005224.1,0
788,AC005224.2,0
789,AC005224.3,0
790,AC005224.4,0
791,AC005225.1,0
792,AC005225.2,0.193341357545593
793,AC005225.3,0
794,AC005229.1,0
795,AC005229.2,0
796,AC005229.3,0
797,AC005229.4,0
798,AC005230.1,1.50607707374055
799,AC005232.1,0
800,AC005234.1,0
801,AC005237.1,0
802,AC005237.2,0.511733169727212
803,AC005244.1,0.319069055500462
804,AC005244.2,0
805,AC005252.1,0
806,AC005252.4,0
807,AC005253.1,0
808,AC005253.2,0
809,AC005255.1,0
810,AC005256.1,0
811,AC005258.1,1.45726029904123
812,AC005261.1,0.0410128094591094
813,AC005261.2,0.255900003360639
814,AC005261.3,0
815,AC005261.4,0.94036938705606
816,AC005262.1,0
817,AC005262.2,0
818,AC005264.1,0.0143348478641835
819,AC005277.1,0
820,AC005277.2,0
821,AC005280.1,0
822,AC005280.2,0
823,AC005280.3,0
824,AC005281.1,0
825,AC005288.1,47.5223057190727
826,AC005291.1,0.0920763037911198
827,AC005291.2,0
828,AC005293.1,0
829,AC005293.2,0
830,AC005294.1,0
831,AC005296.1,0
832,AC005297.1,0
833,AC005297.2,0
834,AC005297.3,0
835,AC005300.1,0.266163029934352
836,AC005301.1,0.024735203295599
837,AC005303.1,0
838,AC005304.1,0
839,AC005304.2,0.155237758735146
840,AC005304.3,0
841,AC005306.1,7.5209054958681
842,AC005307.1,0
843,AC005323.1,0
844,AC005323.2,0.0959855426762025
845,AC005324.1,0.111250971552629
846,AC005324.2,0
847,AC005324.3,0.0663486981443265
848,AC005324.4,2.01709178528213
849,AC005324.5,0.639100139571237
850,AC005324.6,0
851,AC005326.1,2.73485010660608
852,AC005329.1,0.0391841151406518
853,AC005329.2,0
854,AC005329.3,0.0868094509462623
855,AC005330.1,0
856,AC005332.1,0.637319706533523
857,AC005332.2,0.0111504955994412
858,AC005332.3,0
859,AC005332.4,11.817451467056
860,AC005332.5,0.00834276868419047
861,AC005332.6,2.1797376562214
862,AC005332.7,0
863,AC005336.1,0.0153568614308943
864,AC005336.2,0
865,AC005339.1,0
866,AC005341.1,0
867,AC005342.1,0
868,AC005342.2,0
869,AC005342.3,0
870,AC005342.4,0
871,AC005343.1,0.00231530387024428
872,AC005343.2,0.00231530387024428
873,AC005344.1,0
874,AC005344.2,0
875,AC005345.1,0
876,AC005351.1,0
877,AC005355.1,0
878,AC005357.1,0
879,AC005357.2,0
880,AC005358.1,0
881,AC005358.2,0.0137040669917248
882,AC005363.1,0
883,AC005363.2,0
884,AC005377.1,0
885,AC005379.1,0
886,AC005381.1,0
887,AC005383.1,0
888,AC005387.1,0.890688850556734
889,AC005387.2,0
890,AC005391.1,0
891,AC005392.1,0
892,AC005392.2,0.134636054862887
893,AC005392.3,0
894,AC005393.1,0
895,AC005393.2,0
896,AC005394.1,0
897,AC005394.2,0
898,AC005410.1,0.0554400695205056
899,AC005410.2,0
900,AC005412.1,0
901,AC005414.1,0.00661072272947052
902,AC005414.2,0.00661072272947052
903,AC005476.1,1.51484031192508
904,AC005476.2,0
905,AC005479.1,0
906,AC005479.2,0
907,AC005480.1,1.60565016541675
908,AC005480.2,0.871240109696443
909,AC005481.1,0
910,AC005482.1,0
911,AC005486.1,0
912,AC005487.1,0
913,AC005495.2,0
914,AC005498.1,0
915,AC005498.2,0
916,AC005498.3,0.148362233602688
917,AC005515.1,0
918,AC005515.2,0
919,AC005518.1,0
920,AC005518.2,0
921,AC005519.1,0.0160754315564228
922,AC005520.1,0.243993018044281
923,AC005520.2,0.04670251795409
924,AC005520.3,0
925,AC005520.4,0
926,AC005520.5,0.00885817814745194
927,AC005521.1,0
928,AC005522.1,0
929,AC005523.1,0
930,AC005523.2,12.9562748753131
931,AC005524.1,0.186060500540155
932,AC005529.1,0
933,AC005531.1,0.0375244532234381
934,AC005532.1,0
935,AC005532.2,0
936,AC005534.1,0.373561413186998
937,AC005534.2,0
938,AC005537.1,0.0663324067939942
939,AC005538.1,0
940,AC005539.1,0
941,AC005540.1,4.35258410267016
942,AC005544.1,0
943,AC005544.2,0
944,AC005546.1,0
945,AC005548.1,0
946,AC005549.1,0
947,AC005550.1,0
948,AC005550.2,0
949,AC005551.1,0
950,AC005552.1,0
951,AC005559.1,0
952,AC005562.1,4.90551965424499
953,AC005562.2,0.312971195657898
954,AC005580.1,0
955,AC005586.1,0.0418227784208205
956,AC005586.2,0
957,AC005587.1,0
958,AC005588.1,0
959,AC005592.1,0
960,AC005597.1,0
961,AC005606.1,0
962,AC005606.2,0
963,AC005609.1,0.871539940406109
964,AC005609.2,0.0575989998702628
965,AC005609.3,2.59490551864429
966,AC005609.4,0
967,AC005609.5,0.705737336117587
968,AC005614.1,0
969,AC005614.2,6.29486315025859
970,AC005614.3,0
971,AC005614.4,6.29486315025859
972,AC005616.1,0
973,AC005618.1,0
974,AC005618.2,0
975,AC005618.3,0
976,AC005622.1,0
977,AC005625.1,0.232243454597411
978,AC005632.1,0.0209372196916519
979,AC005632.2,2.13540208026531
980,AC005632.3,0
981,AC005632.4,0
982,AC005670.1,0
983,AC005670.2,17.0320591689061
984,AC005674.1,0
985,AC005674.2,0
986,AC005682.1,0
987,AC005692.1,0
988,AC005692.2,0
989,AC005692.3,0
990,AC005695.1,0
991,AC005695.2,0
992,AC005695.3,0
993,AC005696.1,0
994,AC005696.2,0
995,AC005696.3,0
996,AC005696.4,0.0617317548172059
997,AC005697.1,0
998,AC005697.2,0.0713949222860301
999,AC005699.1,0
1000,AC005702.1,0.0589537822945696
1001,AC005702.2,0
1002,AC005702.3,0
1003,AC005702.4,0
1004,AC005703.1,0
1005,AC005703.2,0
1006,AC005703.3,0
1007,AC005703.4,0
1008,AC005722.1,0
1009,AC005722.2,0
1010,AC005722.3,0.0640406292623905
1011,AC005725.1,0.00657960334089065
1012,AC005726.1,0.729353104766784
1013,AC005726.2,1.727661914076
1014,AC005726.3,0.0611494103663345
1015,AC005726.4,0
1016,AC005726.5,0
1017,AC005730.1,0
1018,AC005730.2,0
1019,AC005730.3,0
1020,AC005736.1,0
1021,AC005736.2,0
1022,AC005740.1,0
1023,AC005740.2,0.143378658238006
1024,AC005740.3,0.103351273966194
1025,AC005740.4,0
1026,AC005741.1,0
1027,AC005746.1,0
1028,AC005746.2,0
1029,AC005746.3,0
1030,AC005753.1,0
1031,AC005757.1,0
1032,AC005758.1,0
1033,AC005759.1,0.0720717223610453
1034,AC005771.1,0
1035,AC005772.1,0
1036,AC005774.1,0
